countrycode,regioncode,regionname,regiontype,regionnotes1, regionnotes2
CN,CNNX,Ningxia Huizi Zizhiqu,Autonomous region,,
CN,CNXJ,Xinjiang Uygur Zizhiqu,Autonomous region,,
CN,CNXZ,Xizang Zizhiqu,Autonomous region,,
CN,CNBJ,Beijing Shi,Municipality,,
CN,CNCQ,Chongqing Shi,Municipality,,
CN,CNSH,Shanghai Shi,Municipality,,
CN,CNTJ,Tianjin Shi,Municipality,,
CN,CNAH,Anhui Sheng,Province,,
CN,CNFJ,Fujian Sheng,Province,,
CN,CNGD,Guangdong Sheng,Province,,
CN,CNGS,Gansu Sheng,Province,,
CN,CNGZ,Guizhou Sheng,Province,,
CN,CNHA,Henan Sheng,Province,,
CN,CNHB,Hubei Sheng,Province,,
CN,CNHE,Hebei Sheng,Province,,
CN,CNHI,Hainan Sheng,Province,,
CN,CNHL,Heilongjiang Sheng,Province,,
CN,CNHN,Hunan Sheng,Province,,
CN,CNJL,Jilin Sheng,Province,,
CN,CNJS,Jiangsu Sheng,Province,,
CN,CNJX,Jiangxi Sheng,Province,,
CN,CNLN,Liaoning Sheng,Province,,
CN,CNQH,Qinghai Sheng,Province,,
CN,CNSC,Sichuan Sheng,Province,,
CN,CNSD,Shandong Sheng,Province,,
CN,CNSN,Shaanxi Sheng,Province,,
CN,CNSX,Shanxi Sheng,Province,,
CN,CNTW,Taiwan Sheng (see also separate country code entry under TW),Province,,
CN,CNYN,Yunnan Sheng,Province,,
CN,CNZJ,Zhejiang Sheng,Province,,
CN,CNHK,Hong Kong SAR (see also separate country code entry under HK),Special administrative region,,
CN,CNMO,Macao SAR (see also separate country code entry under MO),Special administrative region,,
CI,CI01,Lagunes (Région des),Region,,
CI,CI02,Haut-Sassandra (Région du),Region,,
CI,CI03,Savanes (Région des),Region,,
CI,CI04,Vallée du Bandama (Région de la),Region,,
CI,CI05,Moyen-Comoé (Région du),Region,,
CI,CI06,18 Montagnes (Région des),Region,,
CI,CI07,Lacs (Région des),Region,,
CI,CI08,Zanzan (Région du),Region,,
CI,CI09,Bas-Sassandra (Région du),Region,,
CI,CI10,Denguélé (Région du),Region,,
CI,CI11,Nzi-Comoé (Région),Region,,
CI,CI12,Marahoué (Région de la),Region,,
CI,CI13,Sud-Comoé (Région du),Region,,
CI,CI14,Worodouqou (Région du),Region,,
CI,CI15,Sud-Bandama (Région du),Region,,
CI,CI16,Agnébi (Région de l'),Region,,
CI,CI17,Bafing (Région du),Region,,
CI,CI18,Fromager (Région du),Region,,
CI,CI19,Moyen-Cavally (Région du),Region,,
CM,CMAD,Adamaoua,Province,,
CM,CMCE,Centre,Province,,
CM,CMEN,Far North,Province,,
CM,CMES,East,Province,,
CM,CMLT,Littoral,Province,,
CM,CMNO,North,Province,,
CM,CMNW,North-West (Cameroon),Province,,
CM,CMOU,West,Province,,
CM,CMSU,South,Province,,
CM,CMSW,South-West,Province,,
CD,CDBC,Bas-Congo,Province,,
CD,CDBN,Bandundu,Province,,
CD,CDEQ,Équateur,Province,,
CD,CDKA,Katanga,Province,,
CD,CDKE,Kasai-Oriental,Province,,
CD,CDKN,Kinshasa,City,,
CD,CDKW,Kasai-Occidental,Province,,
CD,CDMA,Maniema,Province,,
CD,CDNK,Nord-Kivu,Province,,
CD,CDOR,Orientale,Province,,
CD,CDSK,Sud-Kivu,Province,,
CG,CG11,Bouenza,Region,,
CG,CG12,Pool,Region,,
CG,CG13,Sangha,Region,,
CG,CG14,Plateaux,Region,,
CG,CG15,Cuvette-Ouest,Region,,
CG,CG2,Lékoumou,Region,,
CG,CG5,Kouilou,Region,,
CG,CG7,Likouala,Region,,
CG,CG8,Cuvette,Region,,
CG,CG9,Niari,Region,,
CG,CGBZV,Brazzaville,Capital District,,
CO,COAMA,Amazonas,Department,,
CO,COANT,Antioquia,Department,,
CO,COARA,Arauca,Department,,
CO,COATL,Atlántico,Department,,
CO,COBOL,Bolívar,Department,,
CO,COBOY,Boyacá,Department,,
CO,COCAL,Caldas,Department,,
CO,COCAQ,Caquetá,Department,,
CO,COCAS,Casanare,Department,,
CO,COCAU,Cauca,Department,,
CO,COCES,Cesar,Department,,
CO,COCHO,Chocó,Department,,
CO,COCOR,Córdoba,Department,,
CO,COCUN,Cundinamarca,Department,,
CO,CODC,Distrito Capital de Bogotá,Capital district,,
CO,COGUA,Guainía,Department,,
CO,COGUV,Guaviare,Department,,
CO,COHUI,Huila,Department,,
CO,COLAG,La Guajira,Department,,
CO,COMAG,Magdalena,Department,,
CO,COMET,Meta,Department,,
CO,CONAR,Nariño,Department,,
CO,CONSA,Norte de Santander,Department,,
CO,COPUT,Putumayo,Department,,
CO,COQUI,Quindío,Department,,
CO,CORIS,Risaralda,Department,,
CO,COSAN,Santander,Department,,
CO,COSAP,"San Andrés, Providencia y Santa Catalina",Department,,
CO,COSUC,Sucre,Department,,
CO,COTOL,Tolima,Department,,
CO,COVAC,Valle del Cauca,Department,,
CO,COVAU,Vaupés,Department,,
CO,COVID,Vichada,Department,,
KM,KMA,Andjouân (Anjwān),Island,,
KM,KMG,Andjazîdja (Anjazījah),Island,,
KM,KMM,Moûhîlî (Mūhīlī),Island,,
CV,CVB,Ilhas de Barlavento,Geographical region,,
CV,CVBR,Brava,Municipality,,
CV,CVBV,Boa Vista,Municipality,,
CV,CVCA,Santa Catarina,Municipality,,
CV,CVCF,Santa Catarina de Fogo,Municipality,,
CV,CVCR,Santa Cruz,Municipality,,
CV,CVMA,Maio,Municipality,,
CV,CVMO,Mosteiros,Municipality,,
CV,CVPA,Paul,Municipality,,
CV,CVPN,Porto Novo,Municipality,,
CV,CVPR,Praia,Municipality,,
CV,CVRB,Ribeira Brava,Municipality,,
CV,CVRG,Ribeira Grande,Municipality,,
CV,CVRS,Ribeira Grande de Santiago,Municipality,,
CV,CVS,Ilhas de Sotavento,Geographical region,,
CV,CVSD,São Domingos,Municipality,,
CV,CVSF,São Filipe,Municipality,,
CV,CVSL,Sal,Municipality,,
CV,CVSM,São Miguel,Municipality,,
CV,CVSO,São Lourenço dos Órgãos,Municipality,,
CV,CVSS,São Salvador do Mundo,Municipality,,
CV,CVSV,São Vicente,Municipality,,
CV,CVTA,Tarrafal,Municipality,,
CV,CVTS,Tarrafal de São Nicolau,Municipality,,
CR,CRA,Alajuela,Province,,
CR,CRC,Cartago,Province,,
CR,CRG,Guanacaste,Province,,
CR,CRH,Heredia,Province,,
CR,CRL,Limón,Province,,
CR,CRP,Puntarenas,Province,,
CR,CRSJ,San José,Province,,
CU,CU01,Pinar del Rio,Province,,
CU,CU02,La Habana,Province,,
CU,CU03,Ciudad de La Habana,Province,,
CU,CU04,Matanzas,Province,,
CU,CU05,Villa Clara,Province,,
CU,CU06,Cienfuegos,Province,,
CU,CU07,Sancti Spíritus,Province,,
CU,CU08,Ciego de Ávila,Province,,
CU,CU09,Camagüey,Province,,
CU,CU10,Las Tunas,Province,,
CU,CU11,Holguín,Province,,
CU,CU12,Granma,Province,,
CU,CU13,Santiago de Cuba,Province,,
CU,CU14,Guantánamo,Province,,
CU,CU99,Isla de la Juventud,Special municipality,,
CY,CY01,Λευκωσία - Lefkosía,District,Lefkosía,Λευκωσία
CY,CY02,Λεμεσός - Lemesós,District,Lemesós,Λεμεσός
CY,CY03,Λάρνακα - Lárnaka,District,Lárnaka,Λάρνακα
CY,CY04,Αμμόχωστος - Ammóchostos,District,Ammóchostos,Αμμόχωστος
CY,CY05,Πάφος - Páfos,District,Páfos,Πάφος
CY,CY06,Κερύvεια - Kerýneia,District,Kerýneia,Κερύvεια
CZ,CZ10,"Praha, Hlavní mešto",capital city,,
CZ,CZ101,Praha 1,district,,
CZ,CZ102,Praha 2,district,,
CZ,CZ103,Praha 3,district,,
CZ,CZ104,Praha 4,district,,
CZ,CZ105,Praha 5,district,,
CZ,CZ106,Praha 6,district,,
CZ,CZ107,Praha 7,district,,
CZ,CZ108,Praha 8,district,,
CZ,CZ109,Praha 9,district,,
CZ,CZ110,Praha 10,district,,
CZ,CZ111,Praha 11,district,,
CZ,CZ112,Praha 12,district,,
CZ,CZ113,Praha 13,district,,
CZ,CZ114,Praha 14,district,,
CZ,CZ115,Praha 15,district,,
CZ,CZ116,Praha 16,district,,
CZ,CZ117,Praha 17,district,,
CZ,CZ118,Praha 18,district,,
CZ,CZ119,Praha 19,district,,
CZ,CZ120,Praha 20,district,,
CZ,CZ121,Praha 21,district,,
CZ,CZ122,Praha 22,district,,
CZ,CZ20,Středočeský kraj,region,,
CZ,CZ201,Benešov,district,,
CZ,CZ202,Beroun,district,,
CZ,CZ203,Kladno,district,,
CZ,CZ204,Kolín,district,,
CZ,CZ205,Kutná Hora,district,,
CZ,CZ206,Mělník,district,,
CZ,CZ207,Mladá Boleslav,district,,
CZ,CZ208,Nymburk,district,,
CZ,CZ209,Praha-východ,district,,
CZ,CZ20A,Praha-západ,district,,
CZ,CZ20B,Příbram,district,,
CZ,CZ20C,Rakovník,district,,
CZ,CZ31,Jihočeský kraj,region,,
CZ,CZ311,České Budějovice,district,,
CZ,CZ312,Český Krumlov,district,,
CZ,CZ313,Jindřichův Hradec,district,,
CZ,CZ314,Písek,district,,
CZ,CZ315,Prachatice,district,,
CZ,CZ316,Strakonice,district,,
CZ,CZ317,Tábor,district,,
CZ,CZ32,Plzeňský kraj,region,,
CZ,CZ321,Domažlice,district,,
CZ,CZ322,Klatovy,district,,
CZ,CZ323,Plzeň-město,district,,
CZ,CZ324,Plzeň-jih,district,,
CZ,CZ325,Plzeň-sever,district,,
CZ,CZ326,Rokycany,district,,
CZ,CZ327,Tachov,district,,
CZ,CZ41,Karlovarský kraj,region,,
CZ,CZ411,Cheb,district,,
CZ,CZ412,Karlovy Vary,district,,
CZ,CZ413,Sokolov,district,,
CZ,CZ42,Ústecký kraj,region,,
CZ,CZ421,Děčín,district,,
CZ,CZ422,Chomutov,district,,
CZ,CZ423,Litoměřice,district,,
CZ,CZ424,Louny,district,,
CZ,CZ425,Most,district,,
CZ,CZ426,Teplice,district,,
CZ,CZ427,Ústí nad Labem,district,,
CZ,CZ51,Liberecký kraj,region,,
CZ,CZ511,Česká Lípa,district,,
CZ,CZ512,Jablonec nad Nisou,district,,
CZ,CZ513,Liberec,district,,
CZ,CZ514,Semily,district,,
CZ,CZ52,Královéhradecký kraj,region,,
CZ,CZ521,Hradec Králové,district,,
CZ,CZ522,Jičín,district,,
CZ,CZ523,Náchod,district,,
CZ,CZ524,Rychnov nad Kněžnou,district,,
CZ,CZ525,Trutnov,district,,
CZ,CZ53,Pardubický kraj,region,,
CZ,CZ531,Chrudim,district,,
CZ,CZ532,Pardubice,district,,
CZ,CZ533,Svitavy,district,,
CZ,CZ534,Ústí nad Orlicí,district,,
CZ,CZ63,Kraj Vysočina,region,,
CZ,CZ631,Havlíčkův Brod,district,,
CZ,CZ632,Jihlava,district,,
CZ,CZ633,Pelhřimov,district,,
CZ,CZ634,Třebíč,district,,
CZ,CZ635,Žďár nad Sázavou,district,,
CZ,CZ64,Jihomoravský kraj,region,,
CZ,CZ641,Blansko,district,,
CZ,CZ642,Brno-město,district,,
CZ,CZ643,Brno-venkov,district,,
CZ,CZ644,Břeclav,district,,
CZ,CZ645,Hodonín,district,,
CZ,CZ646,Vyškov,district,,
CZ,CZ647,Znojmo,district,,
CZ,CZ71,Olomoucký kraj,region,,
CZ,CZ711,Jeseník,district,,
CZ,CZ712,Olomouc,district,,
CZ,CZ713,Prostějov,district,,
CZ,CZ714,Přerov,district,,
CZ,CZ715,Šumperk,district,,
CZ,CZ72,Zlínský kraj,region,,
CZ,CZ721,Kroměříž,district,,
CZ,CZ722,Uherské Hradiště,district,,
CZ,CZ723,Vsetín,district,,
CZ,CZ724,Zlín,district,,
CZ,CZ80,Moravskoslezský kraj,region,,
CZ,CZ801,Bruntál,district,,
CZ,CZ802,Frýdek Místek,district,,
CZ,CZ803,Karviná,district,,
CZ,CZ804,Nový Jičín,district,,
CZ,CZ805,Opava,district,,
CZ,CZ806,Ostrava-město,district,,
DE,DEBB,Brandenburg,State,,
DE,DEBE,Berlin,State,,
DE,DEBW,Baden-Württemberg,State,,
DE,DEBY,Bayern,State,,
DE,DEHB,Bremen,State,,
DE,DEHE,Hessen,State,,
DE,DEHH,Hamburg,State,,
DE,DEMV,Mecklenburg-Vorpommern,State,,
DE,DENI,Niedersachsen,State,,
DE,DENW,Nordrhein-Westfalen,State,,
DE,DERP,Rheinland-Pfalz,State,,
DE,DESH,Schleswig-Holstein,State,,
DE,DESL,Saarland,State,,
DE,DESN,Sachsen,State,,
DE,DEST,Sachsen-Anhalt,State,,
DE,DETH,Thüringen,State,,
DJ,DJAR,Arta,Region,,
DJ,DJAS,Ali Sabieh,Region,,
DJ,DJDI,Dikhil,Region,,
DJ,DJDJ,Djibouti,City,,
DJ,DJOB,Obock,Region,,
DJ,DJTA,Tadjourah,Region,,
DM,DM01,Saint Peter,Parish,,
DM,DM02,Saint Andrew,Parish,,
DM,DM03,Saint David,Parish,,
DM,DM04,Saint George,Parish,,
DM,DM05,Saint John,Parish,,
DM,DM06,Saint Joseph,Parish,,
DM,DM07,Saint Luke,Parish,,
DM,DM08,Saint Mark,Parish,,
DM,DM09,Saint Patrick,Parish,,
DM,DM10,Saint Paul,Parish,,
DK,DK81,Nordjylland,Region,,
DK,DK82,Midtjylland,Region,,
DK,DK83,Syddanmark,Region,,
DK,DK84,Hovedstaden,Region,,
DK,DK85,Sjælland,Region,,
DO,DO01,Distrito Nacional (Santo Domingo),District,,
DO,DO02,Azua,Province,,
DO,DO03,Bahoruco,Province,,
DO,DO04,Barahona,Province,,
DO,DO05,Dajabón,Province,,
DO,DO06,Duarte,Province,,
DO,DO07,La Estrelleta [Elías Piña],Province,,
DO,DO08,El Seybo [El Seibo],Province,,
DO,DO09,Espaillat,Province,,
DO,DO10,Independencia,Province,,
DO,DO11,La Altagracia,Province,,
DO,DO12,La Romana,Province,,
DO,DO13,La Vega,Province,,
DO,DO14,María Trinidad Sánchez,Province,,
DO,DO15,Monte Cristi,Province,,
DO,DO16,Pedernales,Province,,
DO,DO17,Peravia,Province,,
DO,DO18,Puerto Plata,Province,,
DO,DO19,Salcedo,Province,,
DO,DO20,Samaná,Province,,
DO,DO21,San Cristóbal,Province,,
DO,DO22,San Juan,Province,,
DO,DO23,San Pedro de Macorís,Province,,
DO,DO24,Sánchez Ramírez,Province,,
DO,DO25,Santiago,Province,,
DO,DO26,Santiago Rodríguez,Province,,
DO,DO27,Valverde,Province,,
DO,DO28,Monseñor Nouel,Province,,
DO,DO29,Monte Plata,Province,,
DO,DO30,Hato Mayor,Province,,
DZ,DZ01,Adrar,Province,,
DZ,DZ02,Chlef,Province,,
DZ,DZ03,Laghouat,Province,,
DZ,DZ04,Oum el Bouaghi,Province,,
DZ,DZ05,Batna,Province,,
DZ,DZ06,Béjaïa,Province,,
DZ,DZ07,Biskra,Province,,
DZ,DZ08,Béchar,Province,,
DZ,DZ09,Blida,Province,,
DZ,DZ10,Bouira,Province,,
DZ,DZ11,Tamanghasset,Province,,
DZ,DZ12,Tébessa,Province,,
DZ,DZ13,Tlemcen,Province,,
DZ,DZ14,Tiaret,Province,,
DZ,DZ15,Tizi Ouzou,Province,,
DZ,DZ16,Alger,Province,,
DZ,DZ17,Djelfa,Province,,
DZ,DZ18,Jijel,Province,,
DZ,DZ19,Sétif,Province,,
DZ,DZ20,Saïda,Province,,
DZ,DZ21,Skikda,Province,,
DZ,DZ22,Sidi Bel Abbès,Province,,
DZ,DZ23,Annaba,Province,,
DZ,DZ24,Guelma,Province,,
DZ,DZ25,Constantine,Province,,
DZ,DZ26,Médéa,Province,,
DZ,DZ27,Mostaganem,Province,,
DZ,DZ28,Msila,Province,,
DZ,DZ29,Mascara,Province,,
DZ,DZ30,Ouargla,Province,,
DZ,DZ31,Oran,Province,,
DZ,DZ32,El Bayadh,Province,,
DZ,DZ33,Illizi,Province,,
DZ,DZ34,Bordj Bou Arréridj,Province,,
DZ,DZ35,Boumerdès,Province,,
DZ,DZ36,El Tarf,Province,,
DZ,DZ37,Tindouf,Province,,
DZ,DZ38,Tissemsilt,Province,,
DZ,DZ39,El Oued,Province,,
DZ,DZ40,Khenchela,Province,,
DZ,DZ41,Souk Ahras,Province,,
DZ,DZ42,Tipaza,Province,,
DZ,DZ43,Mila,Province,,
DZ,DZ44,Aïn Defla,Province,,
DZ,DZ45,Naama,Province,,
DZ,DZ46,Aïn Témouchent,Province,,
DZ,DZ47,Ghardaïa,Province,,
DZ,DZ48,Relizane,Province,,
EC,ECA,Azuay,Province,,
EC,ECB,Bolívar,Province,,
EC,ECC,Carchi,Province,,
EC,ECD,Orellana,Province,,
EC,ECE,Esmeraldas,Province,,
EC,ECF,Cañar,Province,,
EC,ECG,Guayas,Province,,
EC,ECH,Chimborazo,Province,,
EC,ECI,Imbabura,Province,,
EC,ECL,Loja,Province,,
EC,ECM,Manabí,Province,,
EC,ECN,Napo,Province,,
EC,ECO,El Oro,Province,,
EC,ECP,Pichincha,Province,,
EC,ECR,Los Ríos,Province,,
EC,ECS,Morona-Santiago,Province,,
EC,ECSD,Santo Domingo de los Tsáchilas,Province,,
EC,ECSE,Santa Elena,Province,,
EC,ECT,Tungurahua,Province,,
EC,ECU,Sucumbíos,Province,,
EC,ECW,Galápagos,Province,,
EC,ECX,Cotopaxi,Province,,
EC,ECY,Pastaza,Province,,
EC,ECZ,Zamora-Chinchipe,Province,,
EG,EGALX,Al Iskandarīyah,Governorate,,
EG,EGASN,Aswān,Governorate,,
EG,EGAST,Asyūt,Governorate,,
EG,EGBA,Al Bahr al Ahmar,Governorate,,
EG,EGBH,Al Buhayrah,Governorate,,
EG,EGBNS,Banī Suwayf,Governorate,,
EG,EGC,Al Qāhirah,Governorate,,
EG,EGDK,Ad Daqahlīyah,Governorate,,
EG,EGDT,Dumyāt,Governorate,,
EG,EGFYM,Al Fayyūm,Governorate,,
EG,EGGH,Al Gharbīyah,Governorate,,
EG,EGGZ,Al Jīzah,Governorate,,
EG,EGHU,Ḩulwān,Governorate,,
EG,EGIS,Al Ismā`īlīyah,Governorate,,
EG,EGJS,Janūb Sīnā',Governorate,,
EG,EGKB,Al Qalyūbīyah,Governorate,,
EG,EGKFS,Kafr ash Shaykh,Governorate,,
EG,EGKN,Qinā,Governorate,,
EG,EGMN,Al Minyā,Governorate,,
EG,EGMNF,Al Minūfīyah,Governorate,,
EG,EGMT,Matrūh,Governorate,,
EG,EGPTS,Būr Sa`īd,Governorate,,
EG,EGSHG,Sūhāj,Governorate,,
EG,EGSHR,Ash Sharqīyah,Governorate,,
EG,EGSIN,Shamal Sīnā',Governorate,,
EG,EGSU,As Sādis min Uktūbar,Governorate,,
EG,EGSUZ,As Suways,Governorate,,
EG,EGWAD,Al Wādī al Jadīd,Governorate,,
ER,ERAN,Ansabā,Province,,
ER,ERDK,Janūbī al Baḩrī al Aḩmar,Province,,
ER,ERDU,Al Janūbī,Province,,
ER,ERGB,Qāsh-Barkah,Province,,
ER,ERMA,Al Awsaţ,Province,,
ER,ERSK,Shimālī al Baḩrī al Aḩmar,Province,,
ES,ESAN,Comunidad Autónoma:Andalucía,Autonomous community,,
ES,ESAR,Comunidad Autónoma:Aragón,Autonomous community,,
ES,ESAS,"Comunidad Autónoma:Asturias, Principado de",Autonomous community,,
ES,ESCB,Comunidad Autónoma:Cantabria,Autonomous community,,
ES,ESCL,Comunidad Autónoma:Castilla y León,Autonomous community,,
ES,ESCM,Comunidad Autónoma:Castilla-La Mancha,Autonomous community,,
ES,ESCN,Comunidad Autónoma:Canarias,Autonomous community,,
ES,ESCT,Comunidad Autónoma:Catalunya,Autonomous community,,
ES,ESEX,Comunidad Autónoma:Extremadura,Autonomous community,,
ES,ESGA,Comunidad Autónoma:Galicia,Autonomous community,,
ES,ESIB,Comunidad Autónoma:Illes Balears,Autonomous community,,
ES,ESMC,"Comunidad Autónoma:Murcia, Región de",Autonomous community,,
ES,ESMD,"Comunidad Autónoma:Madrid, Comunidad de",Autonomous community,,
ES,ESNC,"Comunidad Autónoma:Navarra, Comunidad Foral de / Nafarroako Foru Komunitatea",Autonomous community,,
ES,ESPV,Comunidad Autónoma:País Vasco / Euskal Herria,Autonomous community,,
ES,ESRI,Comunidad Autónoma:La Rioja,Autonomous community,,
ES,ESVC,"Comunidad Autónoma:Valenciana, Comunidad / Valenciana, Comunitat",Autonomous community,,
ES,ESCE,Ciudad Autónoma:Ceuta,Autonomous city,,
ES,ESML,Ciudad Autónoma:Melilla,Autonomous city,,
ES,ESA,Provincia:Alicante,Province,,"Valenciana, Comunidad / Valenciana, Comunitat"
ES,ESAB,Provincia:Albacete,Province,,Castilla-La Mancha
ES,ESAL,Provincia:Almería,Province,,Andalucía
ES,ESAV,Provincia:Ávila,Province,,Castilla y León
ES,ESB,Provincia:Barcelona,Province,,Catalunya
ES,ESBA,Provincia:Badajoz,Province,,Extremadura
ES,ESBI,Provincia:Bizkaia,Province,,País Vasco / Euskal Herria
ES,ESBU,Provincia:Burgos,Province,,Castilla y León
ES,ESC,Provincia:A Coruña,Province,,Galicia
ES,ESCA,Provincia:Cádiz,Province,,Andalucía
ES,ESCC,Provincia:Cáceres,Province,,Extremadura
ES,ESCO,Provincia:Córdoba,Province,,Andalucía
ES,ESCR,Provincia:Ciudad Real,Province,,Castilla-La Mancha
ES,ESCS,Provincia:Castellón,Province,,"Valenciana, Comunidad / Valenciana, Comunitat"
ES,ESCU,Provincia:Cuenca,Province,,Castilla-La Mancha
ES,ESGC,Provincia:Las Palmas,Province,,Canarias
ES,ESGI,Provincia:Girona,Province,,Catalunya
ES,ESGR,Provincia:Granada,Province,,Andalucía
ES,ESGU,Provincia:Guadalajara,Province,,Castilla-La Mancha
ES,ESH,Provincia:Huelva,Province,,Andalucía
ES,ESHU,Provincia:Huesca,Province,,Aragón
ES,ESJ,Provincia:Jaén,Province,,Andalucía
ES,ESL,Provincia:Lleida,Province,,Catalunya
ES,ESLE,Provincia:León,Province,,Castilla y León
ES,ESLO,Provincia:La Rioja,Province,,La Rioja
ES,ESLU,Provincia:Lugo,Province,,Galicia
ES,ESM,Provincia:Madrid,Province,,"Madrid, Comunidad de"
ES,ESMA,Provincia:Málaga,Province,,Andalucía
ES,ESMU,Provincia:Murcia,Province,,"Murcia, Región de"
ES,ESNA,Provincia:Navarra / Nafarroa,Province,,"Navarra, Comunidad Foral de / Nafarroako Foru Komunitatea"
ES,ESO,Provincia:Asturias,Province,,"Asturias, Principado de"
ES,ESOR,Provincia:Ourense,Province,,Galicia
ES,ESP,Provincia:Palencia,Province,,Castilla y León
ES,ESPM,Provincia:Balears,Province,,Illes Balears
ES,ESPO,Provincia:Pontevedra,Province,,Galicia
ES,ESS,Provincia:Cantabria,Province,,Cantabria
ES,ESSA,Provincia:Salamanca,Province,,Castilla y León
ES,ESSE,Provincia:Sevilla,Province,,Andalucía
ES,ESSG,Provincia:Segovia,Province,,Castilla y León
ES,ESSO,Provincia:Soria,Province,,Castilla y León
ES,ESSS,Provincia:Gipuzkoa,Province,,País Vasco / Euskal Herria
ES,EST,Provincia:Tarragona,Province,,Catalunya
ES,ESTE,Provincia:Teruel,Province,,Aragón
ES,ESTF,Provincia:Santa Cruz de Tenerife,Province,,Canarias
ES,ESTO,Provincia:Toledo,Province,,Castilla-La Mancha
ES,ESV,Provincia:Valencia / València,Province,,"Valenciana, Comunidad / Valenciana, Comunitat"
ES,ESVA,Provincia:Valladolid,Province,,Castilla y León
ES,ESVI,Provincia:Álava,Province,,País Vasco / Euskal Herria
ES,ESZ,Provincia:Zaragoza,Province,,Aragón
ES,ESZA,Provincia:Zamora,Province,,Castilla y León
EE,EE37,Harjumaa,County,,
EE,EE39,Hiiumaa,County,,
EE,EE44,Ida-Virumaa,County,,
EE,EE49,Jõgevamaa,County,,
EE,EE51,Järvamaa,County,,
EE,EE57,Läänemaa,County,,
EE,EE59,Lääne-Virumaa,County,,
EE,EE65,Põlvamaa,County,,
EE,EE67,Pärnumaa,County,,
EE,EE70,Raplamaa,County,,
EE,EE74,Saaremaa,County,,
EE,EE78,Tartumaa,County,,
EE,EE82,Valgamaa,County,,
EE,EE84,Viljandimaa,County,,
EE,EE86,Võrumaa,County,,
ET,ETAA,Ādīs Ābeba,Administration,,
ET,ETAF,Āfar,State,,
ET,ETAM,Āmara,State,,
ET,ETBE,Bīnshangul Gumuz,State,,
ET,ETDD,Dirē Dawa,Administration,,
ET,ETGA,Gambēla Hizboch,State,,
ET,ETHA,Hārerī Hizb,State,,
ET,ETOR,Oromīya,State,,
ET,ETSN,YeDebub Bihēroch Bihēreseboch na Hizboch,State,,
ET,ETSO,Sumalē,State,,
ET,ETTI,Tigray,State,,
FI,FI01,Ahvenanmaan maakunta,Region,,
FI,FI02,Etelä-Karjala,Region,,
FI,FI03,Etelä-Pohjanmaa,Region,,
FI,FI04,Etelä-Savo,Region,,
FI,FI05,Kainuu,Region,,
FI,FI06,Kanta-Häme,Region,,
FI,FI07,Keski-Pohjanmaa,Region,,
FI,FI08,Keski-Suomi,Region,,
FI,FI09,Kymenlaakso,Region,,
FI,FI10,Lappi,Region,,
FI,FI11,Pirkanmaa,Region,,
FI,FI12,Pohjanmaa,Region,,
FI,FI13,Pohjois-Karjala,Region,,
FI,FI14,Pohjois-Pohjanmaa,Region,,
FI,FI15,Pohjois-Savo,Region,,
FI,FI16,Päijät-Häme,Region,,
FI,FI17,Satakunta,Region,,
FI,FI18,Uusimaa,Region,,
FI,FI19,Varsinais-Suomi,Region,,
FJ,FJC,Central,Division,,
FJ,FJE,Eastern,Division,,
FJ,FJN,Northern,Division,,
FJ,FJR,Rotuma,Dependency,,
FJ,FJW,Western,Division,,
FR,FRARA,région:Auvergne-Rhône-Alpes,Metropolitan region,région,Auvergne-Rhône-Alpes
FR,FRBFC,région:Bourgogne-Franche-Comté,Metropolitan region,région,Bourgogne-Franche-Comté
FR,FRBRE,région:Bretagne,Metropolitan region,région,Bretagne
FR,FRCVL,région:Centre-Val de Loire,Metropolitan region,région,Centre-Val de Loire
FR,FRCOR,région:Corse,Metropolitan region,région,Corse
FR,FRGES,région:Grand-Est,Metropolitan region,région,Grand-Est
FR,FRHDF,région:Hauts-de-France,Metropolitan region,région,Hauts-de-France
FR,FRIDF,région:Île-de-France,Metropolitan region,région,Île-de-France
FR,FRNOR,région:Normandie,Metropolitan region,région,Normandie
FR,FRNAQ,région:Nouvelle-Aquitaine,Metropolitan region,région,Nouvelle-Aquitaine
FR,FROCC,région:Occitanie,Metropolitan region,région,Occitanie
FR,FRPDL,région:Pays-de-la-Loire,Metropolitan region,région,Pays-de-la-Loire
FR,FRPAC,région:Provence-Alpes-Côte-d’Azur,Metropolitan region,région,Provence-Alpes-Côte-d’Azur
FR,FR01,département:Ain,Metropolitan department,département,Ain
FR,FR02,département:Aisne,Metropolitan department,département,Aisne
FR,FR03,département:Allier,Metropolitan department,département,Allier
FR,FR04,département:Alpes-de-Haute-Provence,Metropolitan department,département,Alpes-de-Haute-Provence
FR,FR06,département:Alpes-Maritimes,Metropolitan department,département,Alpes-Maritimes
FR,FR07,département:Ardèche,Metropolitan department,département,Ardèche
FR,FR08,département:Ardennes,Metropolitan department,département,Ardennes
FR,FR09,département:Ariège,Metropolitan department,département,Ariège
FR,FR10,département:Aube,Metropolitan department,département,Aube
FR,FR11,département:Aude,Metropolitan department,département,Aude
FR,FR12,département:Aveyron,Metropolitan department,département,Aveyron
FR,FR67,département:Bas-Rhin,Metropolitan department,département,Bas-Rhin
FR,FR13,département:Bouches-du-Rhône,Metropolitan department,département,Bouches-du-Rhône
FR,FR14,département:Calvados,Metropolitan department,département,Calvados
FR,FR15,département:Cantal,Metropolitan department,département,Cantal
